Manufacturer,LCSC Part #,Description,value,tolerance,type,voltage,min_value,max_value,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),basic-extended,unit,Comment,Category,code,value_in_ohms,dielectric,value_in_farads
UNIROYAL ELEC,C25199,CHIP RESISTOR - SURFACE MOUNT 91OHMS ±1% 1/10W 0603 ROHS,91.0,1.0,Resistor,,90.09,91.91,0603,57414.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF910JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF910JT5E_C25199.pdf,0.0038,Basic,Ω,,,,,,
UNIROYAL ELEC,C15785,CHIP RESISTOR - SURFACE MOUNT 560KOHMS ±1% 1/8W 0805 ROHS,560.0,1.0,Resistor,,554400.0,565600.0,0805,33931.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F5603T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F5603T5E_C15785.pdf,0.0034,Basic,KΩ,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1800,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 2PF 50V 0805 ROHS,2.0,5.0,Capacitor,50.0,1.9e-12,2.1e-12,0805,45490.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0805CG2R0C500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0805CG2R0C500NT_C1800.pdf,0.0171,Basic,pF,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1572,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 56PF 50V 0402 ROHS,56.0,5.0,Capacitor,50.0,5.32e-11,5.88e-11,0402,57255.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG560J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG560J500NT_C1572.pdf,0.0126,Basic,pF,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1854,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 220PF 50V 1206 ROHS,220.0,5.0,Capacitor,50.0,2.09e-10,2.31e-10,1206,27268.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,1206B221K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-1206B221K500NT_C1854.pdf,0.0273,Basic,pF,,,,,,
UNIROYAL ELEC,C17674,CHIP RESISTOR - SURFACE MOUNT 4.7MOHMS ±1% 1/8W 0805 ROHS,4.7,1.0,Resistor,,4653000.0,4747000.0,0805,39026.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F4704T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4704T5E_C17674.pdf,0.004,Basic,MΩ,,,,,,
UNIROYAL ELEC,C26114,CHIP RESISTOR - SURFACE MOUNT 5.1MOHMS ±1% 1/8W 0805 ROHS,5.1,1.0,Resistor,,5049000.0,5151000.0,0805,35852.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F5104T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F5104T5E_C26114.pdf,0.0041,Basic,MΩ,,,,,,
UNIROYAL ELEC,C23219,CHIP RESISTOR - SURFACE MOUNT 620KOHMS ±1% 1/10W 0603 ROHS,620.0,1.0,Resistor,,613800.0,626200.0,0603,58758.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF6203T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF6203T5E_C23219.pdf,0.0017,Basic,KΩ,,,,,,
UNIROYAL ELEC,C26110,CHIP RESISTOR - SURFACE MOUNT 1.5MOHMS ±1% 1/8W 0805 ROHS,1.5,1.0,Resistor,,1485000.0,1515000.0,0805,43784.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1504T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1504T5E_C26110.pdf,0.004,Basic,MΩ,,,,,,
UNIROYAL ELEC,C26113,CHIP RESISTOR - SURFACE MOUNT 2.2MOHMS ±1% 1/8W 0805 ROHS,2.2,1.0,Resistor,,2178000.0,2222000.0,0805,101787.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F2204T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2204T5E_C26113.pdf,0.0039,Basic,MΩ,,,,,,
SAMSUNG ELECTRO-MECHANICS,C14971,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1PF 50V 0805 ROHS,1.0,5.0,Capacitor,50.0,9.5e-13,1.05e-12,0805,39207.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C010CBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C010CBANNNC_C14971.pdf,0.0186,Basic,pF,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1558,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 2PF 50V 0402 ROHS,2.0,5.0,Capacitor,50.0,1.9e-12,2.1e-12,0402,58471.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG2R0C500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG2R0C500NT_C1558.pdf,0.0018,Basic,pF,,,,,,
UNIROYAL ELEC,C25726,RESISTOR NETWORKS & ARRAYS 1KOHMS ±5% 1/16W 0402_X4 ROHS,1.0,5.0,Resistor,,950.0,1050.0,0402_X4,78347.0,RESISTOR NETWORKS & ARRAYS,4D02WGJ0102TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-4D02WGJ0102TCE_C25726.pdf,0.0053,Basic,KΩ,,,,,,
Uniroyal Elec,C1952,Resistor Networks & Arrays 0Ohms ±5% 1/16W 0603_x4 RoHS,0,5,Resistor,,0.0,0.0,0603_x4,,,4D03WGJ0000T5E,,,Extended Part,Ω,0Ω (0R0) ±5%,Resistor Networks & Arrays,0R0,0.0,,
Guangdong Fenghua Advanced Tech,C1959,Resistor Networks & Arrays 30Ohms ±5% 1/16W 0603_x4,30,5,Resistor,,28.5,31.5,0603_x4,,,RC-ML08W300JT,,,Extended Part,Ω,30Ω (300) ±5%,Resistor Networks & Arrays,300,30.0,,
Guangdong Fenghua Advanced Tech,C1973,Resistor Networks & Arrays 1.5KOhms ±5% 1/16W 0603_x4 RoHS,1.5,5,Resistor,,1425.0,1575.0,0603_x4,,,RC-ML08W152JT,,,Extended Part,KΩ,1.5KΩ (152) ±5%,Resistor Networks & Arrays,152,1500.0,,
Guangdong Fenghua Advanced Tech,C1977,Resistor Networks & Arrays 3KOhms ±5% 1/16W 0603_x4,3,5,Resistor,,2850.0,3150.0,0603_x4,,,RC-ML08W302JT,,,Extended Part,KΩ,3KΩ (302) ±5%,Resistor Networks & Arrays,302,3000.0,,
Guangdong Fenghua Advanced Tech,C1983,Resistor Networks & Arrays 6.8KOhms ±5% 1/16W 0603_x4,6.8,5,Resistor,,6460.0,7140.0,0603_x4,,,RC-ML08W682JT,,,Extended Part,KΩ,6.8KΩ (682) ±5%,Resistor Networks & Arrays,682,6800.0,,
RALEC,C1990,Resistor Networks & Arrays 30KOhms ±5% 1/16W 0603_x4,30,5,Resistor,,28500.0,31500.0,0603_x4,,,RTA03-4D303JTP,,,Extended Part,KΩ,30KΩ (303) ±5%,Resistor Networks & Arrays,303,30000.0,,
Uniroyal Elec,C1996,Resistor Networks & Arrays 100KOhms ±5% 1/16W 0603_x4 RoHS,100,5,Resistor,,95000.0,105000.0,0603_x4,,,4D03WGJ0104T5E,,,Extended Part,KΩ,100KΩ (104) ±5%,Resistor Networks & Arrays,104,100000.0,,
Guangdong Fenghua Advanced Tech,C2002,Resistor Networks & Arrays 3Ohms ±5% 1/16W 0402_x4,3,5,Resistor,,2.8499999999999996,3.1500000000000004,0402_x4,,,RC-MT08W3R0JT,,,Extended Part,Ω,3Ω (3R0) ±5%,Resistor Networks & Arrays,3R0,3.0,,
Guangdong Fenghua Advanced Tech,C2004,Resistor Networks & Arrays 20Ohms ±5% 1/16W 0402_x4,20,5,Resistor,,19.0,21.0,0402_x4,,,RC-MT08W200JT,,,Extended Part,Ω,20Ω (200) ±5%,Resistor Networks & Arrays,200,20.0,,
Guangdong Fenghua Advanced Tech,C2006,Resistor Networks & Arrays 27Ohms ±5% 1/16W 0402_x4,27,5,Resistor,,25.65,28.35,0402_x4,,,RC-MT08W270JT,,,Extended Part,Ω,27Ω (270) ±5%,Resistor Networks & Arrays,270,27.0,,
Guangdong Fenghua Advanced Tech,C2007,Resistor Networks & Arrays 30Ohms ±5% 1/16W 0402_x4,30,5,Resistor,,28.5,31.5,0402_x4,,,RC-MT08W300JT,,,Extended Part,Ω,30Ω (300) ±5%,Resistor Networks & Arrays,300,30.0,,
Guangdong Fenghua Advanced Tech,C2011,Resistor Networks & Arrays 200Ohms ±5% 1/16W 0402_x4 RoHS,200,5,Resistor,,190.0,210.0,0402_x4,,,RC-MT08W201JT,,,Extended Part,Ω,200Ω (201) ±5%,Resistor Networks & Arrays,201,200.0,,
Guangdong Fenghua Advanced Tech,C2017,Resistor Networks & Arrays 2.2KOhms ±5% 1/16W 0402_x4,2.2,5,Resistor,,2090.0,2310.0,0402_x4,,,RC-MT08W222JT,,,Extended Part,KΩ,2.2KΩ (222) ±5%,Resistor Networks & Arrays,222,2200.0,,
Guangdong Fenghua Advanced Tech,C2018,Resistor Networks & Arrays 3.3KOhms ±5% 1/16W 0402_x4,3.3,5,Resistor,,3135.0,3465.0,0402_x4,,,RC-MT08W332JT,,,Extended Part,KΩ,3.3KΩ (332) ±5%,Resistor Networks & Arrays,332,3300.0,,
Guangdong Fenghua Advanced Tech,C2021,Resistor Networks & Arrays 5.1KOhms ±5% 1/16W 0402_x4 RoHS,5.1,5,Resistor,,4845.0,5355.0,0402_x4,,,RC-MT08W512JT,,,Extended Part,KΩ,5.1KΩ (512) ±5%,Resistor Networks & Arrays,512,5100.0,,
Guangdong Fenghua Advanced Tech,C2022,Resistor Networks & Arrays 20KOhms ±5% 1/16W 0402_x4,20,5,Resistor,,19000.0,21000.0,0402_x4,,,RC-MT08W203JT,,,Extended Part,KΩ,20KΩ (203) ±5%,Resistor Networks & Arrays,203,20000.0,,
Uniroyal Elec,C2028,Resistor Networks & Arrays 47KOhms ±5% 1/16W 0402_x4 RoHS,47,5,Resistor,,44650.0,49350.0,0402_x4,,,4D02WGJ0473TCE,,,Extended Part,KΩ,47KΩ (473) ±5%,Resistor Networks & Arrays,473,47000.0,,
Uniroyal Elec,C11988,Resistor Networks & Arrays 1.5KOhms ±5% 1/16W 0603_x4 RoHS,1.5,5,Resistor,,1425.0,1575.0,0603_x4,,,4D03WGJ0152T5E,,,Extended Part,KΩ,1.5KΩ (152) ±5%,Resistor Networks & Arrays,152,1500.0,,
Uniroyal Elec,C11989,Resistor Networks & Arrays 1.8KOhms ±5% 1/16W 0603_x4 RoHS,1.8,5,Resistor,,1710.0,1890.0,0603_x4,,,4D03WGJ0182T5E,,,Extended Part,KΩ,1.8KΩ (182) ±5%,Resistor Networks & Arrays,182,1800.0,,
Uniroyal Elec,C11993,Resistor Networks & Arrays 10Ohms ±5% 1/16W 0603_x4 RoHS,10,5,Resistor,,9.5,10.5,0603_x4,,,4D03WGJ0100T5E,,,Extended Part,Ω,10Ω (100) ±5%,Resistor Networks & Arrays,100,10.0,,
Uniroyal Elec,C11994,Resistor Networks & Arrays 12Ohms ±5% 1/16W 0603_x4 RoHS,12,5,Resistor,,11.399999999999999,12.600000000000001,0603_x4,,,4D03WGJ0120T5E,,,Extended Part,Ω,12Ω (120) ±5%,Resistor Networks & Arrays,120,12.0,,
Uniroyal Elec,C11995,Resistor Networks & Arrays 150KOhms ±5% 1/16W 0603_x4 RoHS,150,5,Resistor,,142500.0,157500.0,0603_x4,,,4D03WGJ0154T5E,,,Extended Part,KΩ,150KΩ (154) ±5%,Resistor Networks & Arrays,154,150000.0,,
Uniroyal Elec,C11996,Resistor Networks & Arrays 150Ohms ±5% 1/16W 0603_x4 RoHS,150,5,Resistor,,142.5,157.5,0603_x4,,,4D03WGJ0151T5E,,,Extended Part,Ω,150Ω (151) ±5%,Resistor Networks & Arrays,151,150.0,,
Uniroyal Elec,C11997,Resistor Networks & Arrays 15Ohms ±5% 1/16W 0603_x4 RoHS,15,5,Resistor,,14.25,15.75,0603_x4,,,4D03WGJ0150T5E,,,Extended Part,Ω,15Ω (150) ±5%,Resistor Networks & Arrays,150,15.0,,
Uniroyal Elec,C11998,Resistor Networks & Arrays 180Ohms ±5% 1/16W 0603_x4,180,5,Resistor,,171.0,189.0,0603_x4,,,4D03WGJ0181T5E,,,Extended Part,Ω,180Ω (181) ±5%,Resistor Networks & Arrays,181,180.0,,
Uniroyal Elec,C12001,Resistor Networks & Arrays 2.2KOhms ±5% 1/16W 0603_x4 RoHS,2.2,5,Resistor,,2090.0,2310.0,0603_x4,,,4D03WGJ0222T5E,,,Extended Part,KΩ,2.2KΩ (222) ±5%,Resistor Networks & Arrays,222,2200.0,,
Uniroyal Elec,C12002,Resistor Networks & Arrays 2.2Ohms ±5% 1/16W 0603_x4,2.2,5,Resistor,,2.09,2.3100000000000005,0603_x4,,,4D03WGJ022JT5E,,,Extended Part,Ω,2.2Ω (2R2) ±5%,Resistor Networks & Arrays,2R2,2.2,,
Uniroyal Elec,C12003,Resistor Networks & Arrays 200Ohms ±5% 1/16W 0603_x4 RoHS,200,5,Resistor,,190.0,210.0,0603_x4,,,4D03WGJ0201T5E,,,Extended Part,Ω,200Ω (201) ±5%,Resistor Networks & Arrays,201,200.0,,
Uniroyal Elec,C12004,Resistor Networks & Arrays 20KOhms ±5% 1/16W 0603_x4 RoHS,20,5,Resistor,,19000.0,21000.0,0603_x4,,,4D03WGJ0203T5E,,,Extended Part,KΩ,20KΩ (203) ±5%,Resistor Networks & Arrays,203,20000.0,,
Uniroyal Elec,C12005,Resistor Networks & Arrays 20Ohms ±5% 1/16W 0603_x4,20,5,Resistor,,19.0,21.0,0603_x4,,,4D03WGJ0200T5E,,,Extended Part,Ω,20Ω (200) ±5%,Resistor Networks & Arrays,200,20.0,,
Uniroyal Elec,C12006,Resistor Networks & Arrays 220KOhms ±5% 1/16W 0603_x4 RoHS,220,5,Resistor,,209000.0,231000.0,0603_x4,,,4D03WGJ0224T5E,,,Extended Part,KΩ,220KΩ (224) ±5%,Resistor Networks & Arrays,224,220000.0,,
Uniroyal Elec,C12008,Resistor Networks & Arrays 22Ohms ±5% 1/16W 0603_x4 RoHS,22,5,Resistor,,20.9,23.1,0603_x4,,,4D03WGJ0220T5E,,,Extended Part,Ω,22Ω (220) ±5%,Resistor Networks & Arrays,220,22.0,,
RALEC,C12010,Resistor Networks & Arrays 27KOhms ±5% 1/16W 0603_x4,27,5,Resistor,,25650.0,28350.0,0603_x4,,,RTA03-4D273JTP,,,Extended Part,KΩ,27KΩ (273) ±5%,Resistor Networks & Arrays,273,27000.0,,
Uniroyal Elec,C12011,Resistor Networks & Arrays 27Ohms ±5% 1/16W 0603_x4 RoHS,27,5,Resistor,,25.65,28.35,0603_x4,,,4D03WGJ0270T5E,,,Extended Part,Ω,27Ω (270) ±5%,Resistor Networks & Arrays,270,27.0,,
Uniroyal Elec,C12013,Resistor Networks & Arrays 3.3KOhms ±5% 1/16W 0603_x4 RoHS,3.3,5,Resistor,,3135.0,3465.0,0603_x4,,,4D03WGJ0332T5E,,,Extended Part,KΩ,3.3KΩ (332) ±5%,Resistor Networks & Arrays,332,3300.0,,
Uniroyal Elec,C12014,Resistor Networks & Arrays 3.9KOhms ±5% 1/16W 0603_x4 RoHS,3.9,5,Resistor,,3705.0,4095.0,0603_x4,,,4D03WGJ0392T5E,,,Extended Part,KΩ,3.9KΩ (392) ±5%,Resistor Networks & Arrays,392,3900.0,,
Uniroyal Elec,C12015,Resistor Networks & Arrays 300Ohms ±5% 1/16W 0603_x4 RoHS,300,5,Resistor,,285.0,315.0,0603_x4,,,4D03WGJ0301T5E,,,Extended Part,Ω,300Ω (301) ±5%,Resistor Networks & Arrays,301,300.0,,
Uniroyal Elec,C12016,Resistor Networks & Arrays 30KOhms ±5% 1/16W 0603_x4,30,5,Resistor,,28500.0,31500.0,0603_x4,,,4D03WGJ0303T5E,,,Extended Part,KΩ,30KΩ (303) ±5%,Resistor Networks & Arrays,303,30000.0,,
Uniroyal Elec,C12018,Resistor Networks & Arrays 330Ohms ±5% 1/16W 0603_x4 RoHS,330,5,Resistor,,313.5,346.5,0603_x4,,,4D03WGJ0331T5E,,,Extended Part,Ω,330Ω (331) ±5%,Resistor Networks & Arrays,331,330.0,,
Uniroyal Elec,C12021,Resistor Networks & Arrays 36KOhms ±5% 1/16W 0603_x4,36,5,Resistor,,34200.0,37800.0,0603_x4,,,4D03WGJ0363T5E,,,Extended Part,KΩ,36KΩ (363) ±5%,Resistor Networks & Arrays,363,36000.0,,
Uniroyal Elec,C12022,Resistor Networks & Arrays 390Ohms ±5% 1/16W 0603_x4,390,5,Resistor,,370.5,409.5,0603_x4,,,4D03WGJ0391T5E,,,Extended Part,Ω,390Ω (391) ±5%,Resistor Networks & Arrays,391,390.0,,
Uniroyal Elec,C12023,Resistor Networks & Arrays 39KOhms ±5% 1/16W 0603_x4 RoHS,39,5,Resistor,,37050.0,40950.0,0603_x4,,,4D03WGJ0393T5E,,,Extended Part,KΩ,39KΩ (393) ±5%,Resistor Networks & Arrays,393,39000.0,,
Uniroyal Elec,C12026,Resistor Networks & Arrays 470KOhms ±5% 1/16W 0603_x4 RoHS,470,5,Resistor,,446500.0,493500.0,0603_x4,,,4D03WGJ0474T5E,,,Extended Part,KΩ,470KΩ (474) ±5%,Resistor Networks & Arrays,474,470000.0,,
Uniroyal Elec,C12027,Resistor Networks & Arrays 47KOhms ±5% 1/16W 0603_x4 RoHS,47,5,Resistor,,44650.0,49350.0,0603_x4,,,4D03WGJ0473T5E,,,Extended Part,KΩ,47KΩ (473) ±5%,Resistor Networks & Arrays,473,47000.0,,
Uniroyal Elec,C12028,Resistor Networks & Arrays 5.1KOhms ±5% 1/16W 0603_x4 RoHS,5.1,5,Resistor,,4845.0,5355.0,0603_x4,,,4D03WGJ0512T5E,,,Extended Part,KΩ,5.1KΩ (512) ±5%,Resistor Networks & Arrays,512,5100.0,,
Uniroyal Elec,C12029,Resistor Networks & Arrays 5.6KOhms ±5% 1/16W 0603_x4 RoHS,5.6,5,Resistor,,5320.0,5880.0,0603_x4,,,4D03WGJ0562T5E,,,Extended Part,KΩ,5.6KΩ (562) ±5%,Resistor Networks & Arrays,562,5600.0,,
Uniroyal Elec,C12030,Resistor Networks & Arrays 510KOhms ±5% 1/16W 0603_x4 RoHS,510,5,Resistor,,484500.0,535500.0,0603_x4,,,4D03WGJ0514T5E,,,Extended Part,KΩ,510KΩ (514) ±5%,Resistor Networks & Arrays,514,510000.0,,
Uniroyal Elec,C12031,Resistor Networks & Arrays 51Ohms ±5% 1/16W 0603_x4 RoHS,51,5,Resistor,,48.449999999999996,53.550000000000004,0603_x4,,,4D03WGJ0510T5E,,,Extended Part,Ω,51Ω (510) ±5%,Resistor Networks & Arrays,510,51.0,,
Uniroyal Elec,C12033,Resistor Networks & Arrays 6.8KOhms ±5% 1/16W 0603_x4 RoHS,6.8,5,Resistor,,6460.0,7140.0,0603_x4,,,4D03WGJ0682T5E,,,Extended Part,KΩ,6.8KΩ (682) ±5%,Resistor Networks & Arrays,682,6800.0,,
Uniroyal Elec,C12034,Resistor Networks & Arrays 620Ohms ±5% 1/16W 0603_x4 RoHS,620,5,Resistor,,589.0,651.0,0603_x4,,,4D03WGJ0621T5E,,,Extended Part,Ω,620Ω (621) ±5%,Resistor Networks & Arrays,621,620.0,,
Uniroyal Elec,C12035,Resistor Networks & Arrays 680Ohms ±5% 1/16W 0603_x4 RoHS,680,5,Resistor,,646.0,714.0,0603_x4,,,4D03WGJ0681T5E,,,Extended Part,Ω,680Ω (681) ±5%,Resistor Networks & Arrays,681,680.0,,
Uniroyal Elec,C12036,Resistor Networks & Arrays 68KOhms ±5% 1/16W 0603_x4 RoHS,68,5,Resistor,,64600.0,71400.0,0603_x4,,,4D03WGJ0683T5E,,,Extended Part,KΩ,68KΩ (683) ±5%,Resistor Networks & Arrays,683,68000.0,,
Uniroyal Elec,C12038,Resistor Networks & Arrays 1MOhms ±5% 1/16W 0603_x4 RoHS,1,5,Resistor,,950000.0,1050000.0,0603_x4,,,4D03WGJ0105T5E,,,Extended Part,MΩ,1MΩ (105) ±5%,Resistor Networks & Arrays,105,1000000.0,,
Uniroyal Elec,C12039,Resistor Networks & Arrays 82KOhms ±5% 1/16W 0603_x4 RoHS,82,5,Resistor,,77900.0,86100.0,0603_x4,,,4D03WGJ0823T5E,,,Extended Part,KΩ,82KΩ (823) ±5%,Resistor Networks & Arrays,823,82000.0,,
Uniroyal Elec,C16081,Resistor Networks & Arrays 47Ohms ±5% 1/16W 0603_x4 RoHS,47,5,Resistor,,44.65,49.35,0603_x4,,,4D03WGJ0470T5E,,,Extended Part,Ω,47Ω (470) ±5%,Resistor Networks & Arrays,470,47.0,,
Uniroyal Elec,C25494,Resistor Networks & Arrays 27Ohms ±1% 1/16W 0402_x4 RoHS,27,1,Resistor,,26.73,27.27,0402_x4,,,4D02WGF270JTCE,,,Extended Part,Ω,27Ω (27R0) ±1%,Resistor Networks & Arrays,27R0,27.0,,
Uniroyal Elec,C25495,Resistor Networks & Arrays 0Ohms ±5% 1/16W 0402_x4 RoHS,0,5,Resistor,,0.0,0.0,0402_x4,,,4D02WGJ0000TCE,,,Extended Part,Ω,0Ω (0R0) ±5%,Resistor Networks & Arrays,0R0,0.0,,
Uniroyal Elec,C25496,Resistor Networks & Arrays 10Ohms ±5% 1/16W 0402_x4 RoHS,10,5,Resistor,,9.5,10.5,0402_x4,,,4D02WGJ0100TCE,,,Extended Part,Ω,10Ω (100) ±5%,Resistor Networks & Arrays,100,10.0,,
Uniroyal Elec,C25497,Resistor Networks & Arrays 15Ohms ±5% 1/16W 0402_x4,15,5,Resistor,,14.25,15.75,0402_x4,,,4D02WGJ0150TCE,,,Extended Part,Ω,15Ω (150) ±5%,Resistor Networks & Arrays,150,15.0,,
Uniroyal Elec,C25498,Resistor Networks & Arrays 220Ohms ±5% 1/16W 0402_x4 RoHS,220,5,Resistor,,209.0,231.0,0402_x4,,,4D02WGJ0221TCE,,,Extended Part,Ω,220Ω (221) ±5%,Resistor Networks & Arrays,221,220.0,,
Uniroyal Elec,C25499,Resistor Networks & Arrays 22Ohms ±5% 1/16W 0402_x4 RoHS,22,5,Resistor,,20.9,23.1,0402_x4,,,4D02WGJ0220TCE,,,Extended Part,Ω,22Ω (220) ±5%,Resistor Networks & Arrays,220,22.0,,
Uniroyal Elec,C25500,Resistor Networks & Arrays 24Ohms ±5% 1/16W 0402_x4,24,5,Resistor,,22.799999999999997,25.200000000000003,0402_x4,,,4D02WGJ0240TCE,,,Extended Part,Ω,24Ω (240) ±5%,Resistor Networks & Arrays,240,24.0,,
Uniroyal Elec,C25502,Resistor Networks & Arrays 36Ohms ±5% 1/16W 0402_x4,36,5,Resistor,,34.199999999999996,37.800000000000004,0402_x4,,,4D02WGJ0360TCE,,,Extended Part,Ω,36Ω (360) ±5%,Resistor Networks & Arrays,360,36.0,,
Uniroyal Elec,C25503,Resistor Networks & Arrays 51Ohms ±5% 1/16W 0402_x4 RoHS,51,5,Resistor,,48.449999999999996,53.550000000000004,0402_x4,,,4D02WGJ0510TCE,,,Extended Part,Ω,51Ω (510) ±5%,Resistor Networks & Arrays,510,51.0,,
Uniroyal Elec,C25506,Resistor Networks & Arrays 100Ohms ±5% 1/16W 0603_x4 RoHS,100,5,Resistor,,95.0,105.0,0603_x4,,,4D03WGJ0101T5E,,,Extended Part,Ω,100Ω (101) ±5%,Resistor Networks & Arrays,101,100.0,,
Uniroyal Elec,C25508,Resistor Networks & Arrays 33Ohms ±5% 1/16W 0603_x4 RoHS,33,5,Resistor,,31.349999999999998,34.65,0603_x4,,,4D03WGJ0330T5E,,,Extended Part,Ω,33Ω (330) ±5%,Resistor Networks & Arrays,330,33.0,,
Uniroyal Elec,C25509,Resistor Networks & Arrays 39Ohms ±5% 1/16W 0603_x4 RoHS,39,5,Resistor,,37.05,40.95,0603_x4,,,4D03WGJ0390T5E,,,Extended Part,Ω,39Ω (390) ±5%,Resistor Networks & Arrays,390,39.0,,
Uniroyal Elec,C25511,Resistor Networks & Arrays 510Ohms ±5% 1/16W 0603_x4 RoHS,510,5,Resistor,,484.5,535.5,0603_x4,,,4D03WGJ0511T5E,,,Extended Part,Ω,510Ω (511) ±5%,Resistor Networks & Arrays,511,510.0,,
Uniroyal Elec,C25513,Resistor Networks & Arrays 68Ohms ±5% 1/16W 0603_x4,68,5,Resistor,,64.6,71.4,0603_x4,,,4D03WGJ0680T5E,,,Extended Part,Ω,68Ω (680) ±5%,Resistor Networks & Arrays,680,68.0,,
Uniroyal Elec,C25514,Resistor Networks & Arrays 75Ohms ±5% 1/16W 0603_x4 RoHS,75,5,Resistor,,71.25,78.75,0603_x4,,,4D03WGJ0750T5E,,,Extended Part,Ω,75Ω (750) ±5%,Resistor Networks & Arrays,750,75.0,,
Uniroyal Elec,C25724,Resistor Networks & Arrays 100KOhms ±5% 1/16W 0402_x4 RoHS,100,5,Resistor,,95000.0,105000.0,0402_x4,,,4D02WGJ0104TCE,,,Extended Part,KΩ,100KΩ (104) ±5%,Resistor Networks & Arrays,104,100000.0,,
Uniroyal Elec,C25728,Resistor Networks & Arrays 15KOhms ±5% 1/16W 0603_x4 RoHS,15,5,Resistor,,14250.0,15750.0,0603_x4,,,4D03WGJ0153T5E,,,Extended Part,KΩ,15KΩ (153) ±5%,Resistor Networks & Arrays,153,15000.0,,
Uniroyal Elec,C25729,Resistor Networks & Arrays 22KOhms ±5% 1/16W 0603_x4 RoHS,22,5,Resistor,,20900.0,23100.0,0603_x4,,,4D03WGJ0223T5E,,,Extended Part,KΩ,22KΩ (223) ±5%,Resistor Networks & Arrays,223,22000.0,,
Uniroyal Elec,C25730,Resistor Networks & Arrays 27KOhms ±5% 1/16W 0603_x4,27,5,Resistor,,25650.0,28350.0,0603_x4,,,4D03WGJ0273T5E,,,Extended Part,KΩ,27KΩ (273) ±5%,Resistor Networks & Arrays,273,27000.0,,
Uniroyal Elec,C25731,Resistor Networks & Arrays 2KOhms ±5% 1/16W 0603_x4 RoHS,2,5,Resistor,,1900.0,2100.0,0603_x4,,,4D03WGJ0202T5E,,,Extended Part,KΩ,2KΩ (202) ±5%,Resistor Networks & Arrays,202,2000.0,,
Uniroyal Elec,C25733,Resistor Networks & Arrays 3KOhms ±5% 1/16W 0603_x4 RoHS,3,5,Resistor,,2850.0,3150.0,0603_x4,,,4D03WGJ0302T5E,,,Extended Part,KΩ,3KΩ (302) ±5%,Resistor Networks & Arrays,302,3000.0,,
Uniroyal Elec,C26075,Resistor Networks & Arrays 2.2KOhms ±5% 1/16W 0402_x4 RoHS,2.2,5,Resistor,,2090.0,2310.0,0402_x4,,,4D02WGJ0222TCE,,,Extended Part,KΩ,2.2KΩ (222) ±5%,Resistor Networks & Arrays,222,2200.0,,
Uniroyal Elec,C26076,Resistor Networks & Arrays 2.7KOhms ±5% 1/16W 0402_x4,2.7,5,Resistor,,2565.0,2835.0,0402_x4,,,4D02WGJ0272TCE,,,Extended Part,KΩ,2.7KΩ (272) ±5%,Resistor Networks & Arrays,272,2700.0,,
